"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@zaka1855 Nahi :)
Just checking the corona trend",FALSE,0,"zaka1855",2020-06-11 06:54:42,FALSE,"1270972393251536897","1270972711938846720","1121123792867266560","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LostSou39348907",0,FALSE,FALSE,NA,NA
"@ScottMorrisonMP The Tale of Liberals- NPNA &amp; IA
Scomo and Josh are NPNA's Non Performing Non Assets
IA- Howard and… https://t.co/53ts3h5zXH",FALSE,0,"ScottMorrisonMP",2020-06-11 06:54:42,TRUE,"1270932387929571331","1270972711322267648","34116377","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ONELINER19",0,FALSE,FALSE,NA,NA
"RT @Abhilas88811235: Pharmacist can face corona..but cant face work without cadre..#<U+0917><U+0939><U+0932><U+094B><U+0924><U+091C><U+0940>_<U+092B><U+093E><U+0930><U+094D><U+092E><U+093E><U+0938><U+093F><U+0938><U+094D><U+091F>_<U+0915><U+0948><U+0921><U+0930>_<U+0926><U+094B><U+0928><U+093E>
#RajasthanPharmacistsDese…",FALSE,0,NA,2020-06-11 06:54:41,FALSE,NA,"1270972708289839105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mahendr19578471",38,TRUE,FALSE,NA,NA
"@DrRPNishank 
Sir,
Please don't postpone NEET JEE any further.We,the students are suffering from uncertainty,and ou… https://t.co/NnnARywF9h",FALSE,0,"DrRPNishank",2020-06-11 06:54:41,TRUE,NA,"1270972707417382913","2617066206","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebamitraRoy",0,FALSE,FALSE,NA,NA
"hi guys, sorry ive been ia the past few days ive been sikc. im almosy 99% surebi have corona since i have most of t… https://t.co/OGYKGQMJBt",FALSE,0,NA,2020-06-11 06:54:40,TRUE,NA,"1270972702799671297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joonie_blossom",0,FALSE,FALSE,NA,NA
"RT @seoblicious: ""you've worked really hard all these while ^_^!! it was very nice seeing your kind and always bright appearance! i hope yo…",FALSE,0,NA,2020-06-11 06:54:40,FALSE,NA,"1270972701969014785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neomulonelyoy",34,TRUE,FALSE,NA,NA
"RT @Purushottam_yb: Thank you Corona warriors to protect us from Corona . 
#CoronaFreeBharat_withPatanjali
#<U+092E><U+0939><U+093E><U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930>_<U+092A><U+0924><U+0902><U+091C><U+0932><U+093F>_<U+092F><U+094B><U+0917><U+0926><U+093F><U+0935><U+0938>",FALSE,0,NA,2020-06-11 06:54:38,FALSE,NA,"1270972695283261440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OEP4VXd6NRvm9Sf",165,TRUE,FALSE,NA,NA
"@ysjagan @AndhraPradeshCM 
Dear CM AP, I appreciate the reforms taken-up by u in welfare sector, and particularly i… https://t.co/903Au2rEXR",FALSE,0,"ysjagan",2020-06-11 06:54:38,TRUE,NA,"1270972695060987907","2965511647","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProfRamky",0,FALSE,FALSE,NA,NA
"RT @OmarImranTweets: Psycho terrorist attack? She dealt with it. Volcanic Eruption? She dealt with it. Corona Virus? you guessed it, she de…",FALSE,0,NA,2020-06-11 06:54:38,FALSE,NA,"1270972694045945856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CutIntanHesty",10800,TRUE,FALSE,NA,NA
"RT @anuragdhanda: This govt twitter handle I noticed is very active in helping Covid cases in Delhi. Please tag @DelhiVsCorona whenever you…",FALSE,0,NA,2020-06-11 06:54:37,FALSE,NA,"1270972689423962112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rkrohitps2",67,TRUE,FALSE,NA,NA
"RT @CharkieGreat: So Nigerian alleged billionaire Hushpuppi has been arrested by INTERPOL for scamming and  money laundering of over $100mi…",FALSE,0,NA,2020-06-11 06:54:36,FALSE,NA,"1270972686035038208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NuelAgi1",81,TRUE,FALSE,NA,NA
"RT @anuragdhanda: This govt twitter handle I noticed is very active in helping Covid cases in Delhi. Please tag @DelhiVsCorona whenever you…",FALSE,0,NA,2020-06-11 06:54:35,FALSE,NA,"1270972683631517696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bodhrajbhardwa1",67,TRUE,FALSE,NA,NA
"RT @KartikJ88317095: @DrRPNishank Please sir, as per the current situation of the corona outbreak, you should postpone big exams like jee a…",FALSE,0,NA,2020-06-11 06:54:35,FALSE,NA,"1270972682381651970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deepsy64833884",3,TRUE,FALSE,NA,NA
"RT @24NewsHD: Even corona has not brought people closer to Allah https://t.co/Ih6rfqcbRA",FALSE,0,NA,2020-06-11 06:54:33,FALSE,NA,"1270972674538377222",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FIDAAFRIDI999",1,TRUE,FALSE,NA,NA
"Jesus Corona scored the only goal for Porto in their 1-0 win over Maritimo last night. 

You couldn’t make it up. 

 https://t.co/LKjVBn0ECb",FALSE,1,NA,2020-06-11 06:54:33,FALSE,NA,"1270972673733115905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HLTCO",0,FALSE,FALSE,NA,NA
"Have to say.... cannot complain at how quickly and how well @TelfordWrekin have helped our businesses in delivering… https://t.co/IBFqWGt1wS",FALSE,0,NA,2020-06-11 06:54:32,TRUE,NA,"1270972669765222401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AAC_Donna",0,FALSE,FALSE,NA,NA
"@MrAndyNgo Corona virus in action",FALSE,0,"MrAndyNgo",2020-06-11 06:54:32,FALSE,"1270967403464126467","1270972669173751808","2835451658","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angst_one",0,FALSE,FALSE,NA,NA
"RT @OmarImranTweets: Psycho terrorist attack? She dealt with it. Volcanic Eruption? She dealt with it. Corona Virus? you guessed it, she de…",FALSE,0,NA,2020-06-11 06:54:30,FALSE,NA,"1270972661376507904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aesyaSETY",10800,TRUE,FALSE,NA,NA
"RT @goal: FC Porto have scored two goals since Portuguese football returned after the coronavirus outbreak <U+0001F1F5><U+0001F1F9>

The player that's scored bot…",FALSE,0,NA,2020-06-11 06:54:30,FALSE,NA,"1270972660202209282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UcheEketony1",2035,TRUE,FALSE,NA,NA
"RT @curieeeeeeeee: @Sir_Chatur Watching news:-
Pic 1- seeing that new zealand is corona free
Pic 2 - 10k increase in corona cases every day…",FALSE,0,NA,2020-06-11 06:54:30,FALSE,NA,"1270972658864156672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ex_hypocrite",1,TRUE,FALSE,NA,NA
"the nurses and drs.are those who made a great wall in between the world and corona virus..and whats wrong if we sta… https://t.co/YvVbZU5HqB",FALSE,0,NA,2020-06-11 06:54:28,TRUE,NA,"1270972654246178817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManishG46775166",0,FALSE,FALSE,NA,NA
"corona virus             government
                         <U+0001F91D><U+0001F3FD>
                killing people",FALSE,0,NA,2020-06-11 06:54:28,FALSE,NA,"1270972654137348097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohsaintx",0,FALSE,FALSE,NA,NA
"@ItsMainaKageni @Classic105Kenya over my shoulder <U+0001F3B6><U+0001F3B6><U+0001F3B6><U+0001F3B5><U+0001F3B5><U+0001F3B5>this song makes me miss normal weekends,,,Corona to hell!!  #MainaAndKingangi",FALSE,0,"ItsMainaKageni",2020-06-11 06:54:28,FALSE,NA,"1270972653306863621","821081293","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NjorogeDorcas3",0,FALSE,FALSE,NA,NA
"@RitikaG56390559 Govt ko smjho yrr exam ka dar nhi he corona ka dar he 
Wese to bolte rehte he stay home",FALSE,0,"RitikaG56390559",2020-06-11 06:54:28,FALSE,"1270971988236881921","1270972653025628167","1244842006485929989","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashokdangi7723",0,FALSE,FALSE,NA,NA
"RT @VidishaMehta3: If they knows the future that students will not suffer then india will not hired by these much number of cases they are…",FALSE,0,NA,2020-06-11 06:54:28,FALSE,NA,"1270972652077883393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HetalCh25298424",6,TRUE,FALSE,NA,NA
"RT @amitmalviya: Mamata Banerjee, who insulted the poor Bengali migrants, and called Shramik Express getting them back as ‘Corona’ Express…",FALSE,0,NA,2020-06-11 06:54:27,FALSE,NA,"1270972646960664576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hiteshjune19722",264,TRUE,FALSE,NA,NA
"RT @mrchowdare7: Fucking society need corona viruses every year<U+0001F494> https://t.co/lV3GaQVH4G",FALSE,0,NA,2020-06-11 06:54:26,FALSE,NA,"1270972644553154561",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","krish_dhfm17",15,TRUE,FALSE,NA,NA
"@DrEricDing Travel bubble/corona corridor/travel bridge, or social bubble, is more inclusive than individual social… https://t.co/nyOu1fe1AR",FALSE,0,"DrEricDing",2020-06-11 06:54:26,TRUE,"1270546457083379712","1270972644423159808","18831926","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ioanesrakhmat",0,FALSE,FALSE,NA,NA
"RT @goal: FC Porto have scored two goals since Portuguese football returned after the coronavirus outbreak <U+0001F1F5><U+0001F1F9>

The player that's scored bot…",FALSE,0,NA,2020-06-11 06:54:26,FALSE,NA,"1270972642720448513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JAS2GREEN",2035,TRUE,FALSE,NA,NA
"RT @srivatsayb: Our Women Development minister is focused on ANTAKSHARI

Our Railway Minister is focused on ELECTORAL BONDS

Our Home Minis…",FALSE,0,NA,2020-06-11 06:54:26,FALSE,NA,"1270972642401464321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abtradersss",1177,TRUE,FALSE,NA,NA
"RT @Peace_Brw: Offline Celebrations cancelled For Thalapathy Vijay Bday .. 

@actorvijay has Instructed to Every VMI Heads ...Not to celebr…",FALSE,0,NA,2020-06-11 06:54:25,FALSE,NA,"1270972641684275200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Itz_ThalapathyR",18,TRUE,FALSE,NA,NA
"RT @SalmanNizami_: Rahul Gandhi warned on Corona.
Rahul Gandhi warned on China.

- 286,931 corona cases in India.
- 10,000 Chinese troops i…",FALSE,0,NA,2020-06-11 06:54:25,FALSE,NA,"1270972640174452736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhalepatil",702,TRUE,FALSE,NA,NA
"RT @ABC7: #BREAKING Los Angeles Police Commission adopts recommendation that finds off-duty officer in fatal Corona Costco shooting acted o…",FALSE,0,NA,2020-06-11 06:54:25,FALSE,NA,"1270972637905223680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r_hayes81",59,TRUE,FALSE,NA,NA
"#PSXUpdate - $ARPL has decided to manufacture and sell Hand Sanitizers in #Pakistan under the swiss brand name of K… https://t.co/wO4c7eYRFf",FALSE,0,NA,2020-06-11 06:54:24,TRUE,NA,"1270972637154619392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CapitalStake",0,FALSE,FALSE,NA,NA
"RT @venkat__: Offline Celebrations cancelled For Thalapathy Vijay Bday .. 

@actorvijay has Instructed to Every VMI Heads ...Not to celebra…",FALSE,0,NA,2020-06-11 06:54:24,FALSE,NA,"1270972636261044224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Itz_ThalapathyR",4,TRUE,FALSE,NA,NA
"RT @jpalmiotti: Another friend has gotten the Corona virus this week. 

The White house is sweeping it under the rug because they gave up a…",FALSE,0,NA,2020-06-11 06:54:23,FALSE,NA,"1270972632137994241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_amandurrr",44,TRUE,FALSE,NA,NA
"RT @Peace_Brw: Offline Celebrations cancelled For Thalapathy Vijay Bday .. 

@actorvijay has Instructed to Every VMI Heads ...Not to celebr…",FALSE,0,NA,2020-06-11 06:54:23,FALSE,NA,"1270972631664037889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prembalaji1974",18,TRUE,FALSE,NA,NA
"RT @rohanrgupta: Media will fight Pakistan
Army will take on China
People will fight Corona
And BJP will fight Bihar Elections...!",FALSE,0,NA,2020-06-11 06:54:22,FALSE,NA,"1270972625758547969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deepennsail",1857,TRUE,FALSE,NA,NA
"Break The Chain (Kerala Corona) Black &amp; White Logo Vector https://t.co/z8TWeehSI4",FALSE,0,NA,2020-06-11 06:54:20,FALSE,NA,"1270972618397679616",NA,"<a href=""http://www.seeklogo.com"" rel=""nofollow"">seeklogo</a>","seeklogo",0,FALSE,FALSE,NA,NA
"@thehill “Post-Corona”, is it?",FALSE,0,"thehill",2020-06-11 06:54:20,FALSE,"1270971804476153856","1270972617223278594","1917731","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rafatweet0",0,FALSE,FALSE,NA,NA
"I dare NBS to start an investigation in the truth behind CORONA virus cases n money in Uganda, NBS will be closed f… https://t.co/MfelBbsG1p",FALSE,0,NA,2020-06-11 06:54:19,TRUE,NA,"1270972614639595521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoshJosha1",0,FALSE,FALSE,NA,NA
"RT @GeorgePapa19: If President Trump handles Obamagate properly he will win in a landslide. After corona virus people understand the econom…",FALSE,0,NA,2020-06-11 06:54:18,FALSE,NA,"1270972611485450240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IvoAyrton",1947,TRUE,FALSE,NA,NA
"RT @dsureshkumar: Vadivelu for all times and seasons! 

#Corona https://t.co/AOodDfDFzB",FALSE,0,NA,2020-06-11 06:54:18,FALSE,NA,"1270972611472703488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","newmurugan7",5,TRUE,FALSE,NA,NA
"RT @amitmalviya: Mamata Banerjee, who insulted the poor Bengali migrants, and called Shramik Express getting them back as ‘Corona’ Express…",FALSE,0,NA,2020-06-11 06:54:18,FALSE,NA,"1270972610545774592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smartnikhil12",264,TRUE,FALSE,NA,NA
"RT @AlwaysTrolls: Offline Celebrations cancelled For Thalapathy Vijay Bday .. 

@actorvijay has Instructed to Every VMI Heads ...Not to cel…",FALSE,0,NA,2020-06-11 06:54:17,FALSE,NA,"1270972607827816453",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kumaresan_sekar",12,TRUE,FALSE,NA,NA
"@narendramodi MOST RESPECTED SIR, looking to THE SPEED of spreading of CORONA, again from 15/7.only 2 WEEKS LOCKDOW… https://t.co/1msTsnLCSF",FALSE,0,"narendramodi",2020-06-11 06:54:17,TRUE,NA,"1270972606422945793","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hasmukh17047933",0,FALSE,FALSE,NA,NA
"RT @firstpost: #NarendraModi also reiterated that #India should take steps to ensure that products that are imported from elsewhere are man…",FALSE,0,NA,2020-06-11 06:54:17,FALSE,NA,"1270972605219180544",NA,"<a href=""https://github.com/chirag64"" rel=""nofollow"">Mumbai News</a>","MumbaiNewsRT",3,TRUE,FALSE,NA,NA
"RT @InfoGujarat: In Ahmedabad, Poor &amp; Needy Corona patients get best treatment in more than 50 pvt designated hospitals, entire cost is bor…",FALSE,0,NA,2020-06-11 06:54:16,FALSE,NA,"1270972602471682048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sabar_info",9,TRUE,FALSE,NA,NA
"RT @SalmanNizami_: Rahul Gandhi warned on Corona.
Rahul Gandhi warned on China.

- 286,931 corona cases in India.
- 10,000 Chinese troops i…",FALSE,0,NA,2020-06-11 06:54:14,FALSE,NA,"1270972593210712067",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnilNai72186630",702,TRUE,FALSE,NA,NA
"In this regard, our article has been published on whether the effects of Covid-19 outbreak will cause execute diffi… https://t.co/oSxLufMJoX",FALSE,0,"kasarogluhukuk",2020-06-11 06:54:13,TRUE,"1270972496964210689","1270972591344431105","2173932973","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kasarogluhukuk",0,FALSE,FALSE,NA,NA
"RT @OmarImranTweets: Psycho terrorist attack? She dealt with it. Volcanic Eruption? She dealt with it. Corona Virus? you guessed it, she de…",FALSE,0,NA,2020-06-11 06:54:13,FALSE,NA,"1270972589788131328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ammarchan263",10800,TRUE,FALSE,NA,NA
"RT @Sachin_Ro45: Before Corona Outbreak Comments on @ysjagan

*COVID ni Lite teskunadu

*PCT Bleaching Enough annadu

*Management NIL Press…",FALSE,0,NA,2020-06-11 06:54:12,FALSE,NA,"1270972586596302848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","7smanu",78,TRUE,FALSE,NA,NA
"@DrRPNishank YES..CONGRATULATIONS..TO OURSELF ..LETS HOPE WE STUDY IN THOSE UNIVERSTIES AS HUMAN BERING..RATHER TUR… https://t.co/tsU6g6mYTj",FALSE,0,"DrRPNishank",2020-06-11 06:54:11,TRUE,"1270968707024470018","1270972582699741185","2617066206","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manish42744090",0,FALSE,FALSE,NA,NA
"RT @rohanrgupta: Media will fight Pakistan
Army will take on China
People will fight Corona
And BJP will fight Bihar Elections...!",FALSE,0,NA,2020-06-11 06:54:10,FALSE,NA,"1270972574911037441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhalepatil",1857,TRUE,FALSE,NA,NA
"RT @miabrodrick: Anyone else wondering what their life would be like right now if corona hadn’t happened .. feel like I’d be a completely d…",FALSE,0,NA,2020-06-11 06:54:09,FALSE,NA,"1270972573313089537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirsty_pick",2390,TRUE,FALSE,NA,NA
"Md. @dhruv_rathee bhai video bnake smja to de apne sisyo ko Delhi ka Model jo tere papa ne apnaya  h...

less testi… https://t.co/qivetXOSh2",FALSE,0,NA,2020-06-11 06:54:09,TRUE,NA,"1270972572180418560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hiteshsharma100",0,FALSE,FALSE,NA,NA
"RT @goal: FC Porto have scored two goals since Portuguese football returned after the coronavirus outbreak <U+0001F1F5><U+0001F1F9>

The player that's scored bot…",FALSE,0,NA,2020-06-11 06:54:08,FALSE,NA,"1270972567524868096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","opeyemi7_7",2035,TRUE,FALSE,NA,NA
"RT @SanjeevSanskrit: Letting you all know that this Hanuman-bhakt Dalit victim was serving food and essentials to needy from all Jaatis dur…",FALSE,0,NA,2020-06-11 06:54:06,FALSE,NA,"1270972560650522624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaviShukla03",118,TRUE,FALSE,NA,NA
"RT @rose_k01: India TV Reporter Pawan Nara gives SHOCKING REPORT on PATHETIC CONDITIONS IN Corona Designated LNJP Hospital Delhi. SHAMELESS…",FALSE,0,NA,2020-06-11 06:54:06,FALSE,NA,"1270972560092561408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krishna40228014",205,TRUE,FALSE,NA,NA
"@AmberRShamsi No. Ma'am. The pamphlet says Corona is Allah's azaab for our sins and we should seek his forgiveness",FALSE,0,"AmberRShamsi",2020-06-11 06:54:06,FALSE,"1270729930645659648","1270972559350067200","477756438","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tabi_pk",0,FALSE,FALSE,NA,NA
