"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @hikakutekifan: <U+305F><U+304F><U+3055><U+3093><U+306E><U+30B3><U+30E1><U+30F3><U+30C8><U+3042><U+308A><U+304C><U+3068><U+3046><U+3054><U+3056><U+3044><U+307E><U+3059><U+0001F64F><U+2728>

<U+521D><U+3081><U+3066><U+77E5><U+308B><U+65B9><U+306E><U+305F><U+3081><U+306B><U+300C><U+63A8><U+3057><U+306E><U+7406><U+7531><U+300D><U+3082><U+305C><U+3072><U+6559><U+3048><U+3066><U+3044><U+305F><U+3060><U+3051><U+308B><U+3068><U+5B09><U+3057><U+3044><U+3067><U+3059><U+263A><U+FE0F>

#<U+3072><U+304B><U+304F><U+3066><U+304D><U+30D5><U+30A1><U+30F3><U+3067><U+3059>",FALSE,0,NA,2020-05-10 05:56:33,FALSE,NA,"1259361665587359745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_exiter",28,TRUE,FALSE,NA,NA
"<U+7D50><U+5A5A><U+5F0F><U+5EF6><U+671F><U+3059><U+308B><U+3057><U+304B><U+306A><U+3044><U+304B><U+30FC><U+3002>",FALSE,0,NA,2020-05-10 05:56:15,FALSE,NA,"1259361589515284486",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1212_himawari",0,FALSE,FALSE,NA,NA
"@kiragira501 <U+305D><U+3046><U+306A><U+3093><U+3067><U+3059><U+3088>!
<U+4ED5><U+4E8B><U+304B><U+3089><U+5E30><U+3063><U+3066><U+304D><U+305F><U+3089><U+30D5><U+30AB><U+30D5><U+30AB><U+306B><U+4ED5><U+4E0A><U+304C><U+3063><U+3066><U+3044><U+3066><U+5E78><U+305B><U+3067><U+3059>~<U+2665>
<U+5D50><U+6700><U+9AD8>!!(`<U+0414>´)<U+FF89>

…<U+3058><U+3083><U+306A><U+304F><U+3066><U+3001><U+65E5><U+7ACB><U+3055><U+3093><U+6700><U+9AD8>!<U+7B11>",FALSE,0,"kiragira501",2020-05-10 05:56:08,FALSE,"1259359378706100224","1259361560486572032","275445450","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Himawari_0413",0,FALSE,FALSE,NA,NA
"<U+306A><U+3044><U+3059><U+3042><U+3044><U+3067><U+3043><U+30FC><U+3042> #Aqours3rd<U+4E0A><U+6620><U+4F1A>",FALSE,0,NA,2020-05-10 05:55:53,FALSE,NA,"1259361496846364672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","himawari_8994",0,FALSE,FALSE,NA,NA
"DLC<U+8CB7><U+3063><U+3061><U+3083><U+3063><U+305F><U+306E><U+3067><U+5207><U+308A><U+88C2><U+304D><U+30B8><U+30E3><U+30C3><U+30AF><U+3057><U+307E><U+3059><U+301C>(´<U+02D8>`*) https://t.co/Kdx33UO7Vm",FALSE,0,NA,2020-05-10 05:55:52,FALSE,NA,"1259361494073933824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Himawari_IY_G",0,FALSE,FALSE,NA,NA
"@himawari_doki <U+3084><U+308B><U+3084><U+306A><U+3044><U+0001F41F><U+0001F493>",FALSE,0,"himawari_doki",2020-05-10 05:55:48,FALSE,"1259019517310558209","1259361477540016134","1163494141411516423","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flinDZYVhjgLADN",0,FALSE,FALSE,NA,NA
"@Himawari_2P <U+306A>…<U+306A><U+308B><U+307B><U+3069>…<U+0001F9D0><U+2757><U+FE0F>
<U+81EA><U+5206><U+304C><U+5927><U+98DF><U+3044><U+306A><U+3070><U+304B><U+308A><U+306B><U+8CEA><U+3088><U+308A><U+91CF><U+3092><U+512A><U+5148><U+3057><U+3066><U+8003><U+3048><U+3066><U+3057><U+307E><U+3044><U+307E><U+3057><U+305F><U+0001F613><U+0001F356>
<U+30D5><U+30A9><U+30FC><U+30AF><U+306E><U+4EBA><U+306F><U+666E><U+901A><U+306E><U+3054><U+306F><U+3093><U+3082><U+98DF><U+3079><U+308C><U+308B><U+3093><U+3067><U+3059><U+304B><U+FF1F>",FALSE,0,"Himawari_2P",2020-05-10 05:55:47,FALSE,"1259360779347738625","1259361470753542144","1223637856603668480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","syatibonbon",0,FALSE,FALSE,NA,NA
"<U+5168><U+65E5><U+3082><U+5B9A><U+671F><U+6F14><U+594F><U+4F1A><U+3082><U+30DE><U+30FC><U+30C1><U+30F3><U+30B0><U+3082><U+5168><U+90E8><U+4E2D><U+6B62><U+3063><U+3066><U+4ED5><U+65B9><U+304C><U+306A><U+3044><U+3051><U+3069><U+59B9><U+53EF><U+54C0><U+60F3><U+3084><U+306A>…",FALSE,0,NA,2020-05-10 05:55:37,FALSE,NA,"1259361430391775233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_to_08",0,FALSE,FALSE,NA,NA
"RT @RisukeAlchimist: Entre c’est 17 ans est c’est 19 naruto a beaucoup étudié et c’est beaucoup entraîner afin de ce perfectionner. Ensuite…",FALSE,0,NA,2020-05-10 05:55:31,FALSE,NA,"1259361405771399168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cattiauxclemen1",3,TRUE,FALSE,NA,NA
"@lrf141 @com_gunzi @kasiyuka98764 <U+306A><U+308B><U+307B><U+3069><U+3001><U+3058><U+3083><U+3042><U+3050><U+3093><U+3055><U+3093><U+5F85><U+3061><U+3064><U+3064><U+3084><U+308B><U+304B>",FALSE,0,"lrf141",2020-05-10 05:55:20,FALSE,"1259361245506924544","1259361359700979712","1731830389","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","gari_himawari",0,FALSE,FALSE,NA,NA
"Mr.Children<U+300C>himawari<U+300D>from TOUR 2017 Thanksgiving 25 https://t.co/EDpvptwx1N @YouTube<U+3055><U+3093><U+304B><U+3089>
<U+541B><U+81B5><U+3067><U+899A><U+3048><U+3066><U+3044><U+308B><U+6620><U+50CF><U+306F><U+3053><U+308C><U+3067><U+3059><U+3002>",FALSE,0,NA,2020-05-10 05:55:20,FALSE,NA,"1259361359017373696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sendaisiro_naka",0,FALSE,FALSE,NA,NA
"<U+81EA><U+5206><U+306E><U+3084><U+3063><U+3066><U+3044><U+308B><U+4E8B><U+304C><U+76EE><U+6A19><U+306B><U+8FD1><U+3065><U+3044><U+3066><U+3044><U+308B><U+304B><U+308F><U+304B><U+3089><U+306A><U+304F><U+306A><U+3063><U+3066><U+3044><U+305F>

<U+3051><U+3069><U+3001>
#menta    (@tane1_takafumi )
 <U+306E><U+4EBA><U+306B><U+30A2><U+30C9><U+30D0><U+30A4><U+30B9><U+3092><U+6C42><U+3081><U+3066><U+30A2><U+30C9><U+30D0><U+30A4><U+30B9><U+3092><U+3082><U+3089><U+3044><U+518D><U+3073><U+3084><U+308B><U+6C17><U+306B>

<U+60A9><U+3093><U+3067><U+3044><U+308B><U+3068><U+304D><U+306B><U+3059><U+3050><U+306B><U+805E><U+3051><U+308B><U+306E><U+306F><U+632B><U+6298><U+3057><U+306A>… https://t.co/7ts8Fngee7",FALSE,2,NA,2020-05-10 05:55:07,TRUE,NA,"1259361304583606272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_autumn",0,FALSE,FALSE,NA,NA
"RT @LegadoDeKonoha: Himawari é tão fofa, mas tão fofa que a gente até esquece que ela foi a única pessoa capaz de derrotar o Naruto com um…",FALSE,0,NA,2020-05-10 05:54:56,FALSE,NA,"1259361259385913344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iamilla_sad",167,TRUE,FALSE,NA,NA
"@gari_himawari @com_gunzi @kasiyuka98764 <U+591C><U+306F><U+3061><U+3087><U+3063><U+3068><U+53B3><U+3057><U+3044><U+304B><U+3082><U+3001><U+660E><U+65E5><U+65E9><U+3044><U+306E><U+3067>",FALSE,0,"gari_himawari",2020-05-10 05:54:53,FALSE,"1259360899330011138","1259361245506924544","2335372957","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lrf141",0,FALSE,FALSE,NA,NA
"@Himawari__eri_ <U+5F97><U+3057><U+305F><U+30FC><U+3063><U+3066><U+306A><U+308B><U+3088><U+306D>!<U+7B11>",FALSE,0,"Himawari__eri_",2020-05-10 05:54:37,FALSE,"1259359061146955777","1259361180931375104","1168656106794582016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","komachan2222",0,FALSE,FALSE,NA,NA
"@azukin_toki <U+4FFA><U+7269><U+8A9E><U+306F><U+6F2B><U+753B><U+6301><U+3063><U+3066><U+307E><U+3059>!
<U+3042><U+308C><U+3081><U+3061><U+3083><U+304F><U+3061><U+3083><U+826F><U+3044><U+3067><U+3059><U+3088><U+306D><U+301C><U+7D14><U+7C8B><U+306A><U+604B><U+611B><U+3060><U+304B><U+3089><U+898B><U+3066><U+3066><U+30AD><U+30E5><U+30F3><U+30AD><U+30E5><U+30F3><U+3059><U+308B><U+3057><U+4F55><U+3088><U+308A><U+7B11><U+3063><U+3061><U+3083><U+3046><U+307B><U+3069><U+9762><U+767D><U+3044><U+0001F602>",FALSE,0,"azukin_toki",2020-05-10 05:54:33,FALSE,"1259359679995473923","1259361163457908736","149481831","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azs_to_himawari",0,FALSE,FALSE,NA,NA
"RT @Iam2winkP: <U+30AC><U+30C1><U+30E3>10<U+9023><U+3059><U+308B><U+307F><U+3093><U+306A><U+301C>!!

<U+3046><U+305F><U+306E><U+304A><U+306B><U+3044><U+3055><U+3093><U+8863><U+88C5><U+3092><U+8CB7><U+3046><U+3068><U+30C0><U+30A4><U+30E4>300<U+500B><U+3067>10<U+9023><U+30C1><U+30B1><U+30C3><U+30C8><U+304C><U+4ED8><U+3044><U+3066><U+304F><U+308B><U+304B><U+3089>
<U+300E><U+30C0><U+30A4><U+30E4>50<U+500B>+<U+8863><U+88C5><U+300F>
<U+5206><U+304A><U+5F97><U+3060><U+3088><U+301C>!(<U+305F><U+3060><U+3057><U+6709><U+511F><U+30C0><U+30A4><U+30E4><U+306E><U+307F>)

<U+30D7><U+30EC><U+30DF><U+30A2><U+30E0><U+30C1><U+30B1><U+30C3><U+30C8><U+306F><U+671F><U+9650><U+306A><U+3057><U+3067>
·<U+30C6><U+30FC><U+30DE><U+30B9><U+30AB><U+30A6><U+30C8>
·<U+30D5><U+30A3><U+30FC><U+30C1><U+30E3><U+30FC><U+30B9><U+30AB><U+30A6><U+30C8>…",FALSE,0,NA,2020-05-10 05:54:10,FALSE,NA,"1259361067160883202",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_28",361,TRUE,FALSE,NA,NA
"@himawari_kon <U+306F><U+3044>!!<U+30C6><U+30EC><U+30D3><U+306B><U+7E4B><U+3052><U+3066><U+307F><U+307E><U+3059><U+0001F97A>!!!",FALSE,1,"himawari_kon",2020-05-10 05:53:52,FALSE,"1259360275418894337","1259360992116408320","290860173","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TKM6233",0,FALSE,FALSE,NA,NA
"<U+3053><U+308C><U+898B><U+305F><U+30FC><U+0669>(*´<U+A4B3>`*)<U+06F6>
<U+3081><U+305F><U+3081><U+305F><U+30AB><U+30C3><U+30B3><U+826F><U+304B><U+3063><U+305F><U+3041>!<U+53EF><U+611B><U+3044><U+3068><U+3053><U+3082><U+3042><U+3063><U+305F><U+3057><U+7533><U+3057><U+5206><U+306A><U+3044>!<U+30E4><U+30D0><U+304B><U+3063><U+305F>!<U+30AC><U+30B7><U+30AC><U+30B7><U+8E0A><U+308B><U+3068><U+3053><U+3068><U+304B><U+30AB><U+30C3><U+30B3><U+826F><U+904E><U+304E><U+3066><U+3082><U+3046>!<U+77E5><U+3089><U+306A><U+3044><U+66F2><U+3082><U+3042><U+3063><U+305F><U+304B><U+3089><U+52C9><U+5F37><U+3057><U+306A><U+304D><U+3083>!<U+3042><U+30FC><U+30E4><U+30D0><U+30A4>!<U+30DB><U+30F3><U+30C8><U+30E4><U+30D0><U+30A4><U+3088>!<U+30AD><U+30F3><U+30D7><U+30EA><U+3061><U+3083><U+3093><U+71B1><U+6025><U+4E0A><U+6607>!<U+3084>… https://t.co/8a0ypvikgv",FALSE,1,NA,2020-05-10 05:53:49,TRUE,NA,"1259360979407667201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_1411",0,FALSE,FALSE,NA,NA
"@nodoka_himawari <U+304A><U+3044><U+304A><U+3044>w",FALSE,0,"nodoka_himawari",2020-05-10 05:53:40,FALSE,"1259360532915564545","1259360940849430529","1018026210259955712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nqrsen_sr",0,FALSE,FALSE,NA,NA
"otona ressha, himawari, after rain, kazewa... beginner jg pernah river jg pokoknya ttg yg idup penuh perjuangan lah… https://t.co/BQ4Lu87poz",FALSE,0,NA,2020-05-10 05:53:36,TRUE,NA,"1259360922457436161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stonecoldbeatch",0,FALSE,FALSE,NA,NA
"@lrf141 @com_gunzi @kasiyuka98764 <U+5915><U+65B9><U+306A><U+3093><U+3058><U+3083><U+306A><U+3044><U+304B><U+306A><U+3001><U+3082><U+3057><U+304F><U+306F><U+591C><U+FF1F>",FALSE,0,"lrf141",2020-05-10 05:53:30,FALSE,"1259356159980367873","1259360899330011138","1731830389","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","gari_himawari",0,FALSE,FALSE,NA,NA
"@syatibonbon <U+30D5><U+30A9><U+30FC><U+30AF><U+304C><U+30B1><U+30FC><U+30AD><U+306E><U+30D5><U+30A7><U+3057><U+3066><U+305F><U+3089><U+3001><U+5148><U+8D70><U+308A><U+3060><U+3051><U+3067><U+3082><U+7F8E><U+5473><U+3057><U+304F><U+3066><U+3001><U+3082><U+3063><U+3068><U+7F8E><U+5473><U+3057><U+3044><U+306E><U+6B32><U+3057><U+3044><U+3068><U+601D><U+3063><U+3066><U+3044><U+3063><U+3071><U+3044><U+5438><U+3063><U+3066><U+3001><U+305D><U+306E><U+307E><U+307E><U+3054><U+3063><U+304F><U+3093><U+3067><U+3082><U+5341><U+5206><U+3060><U+3068><U+601D><U+3044><U+307E><U+3059><U+0001F44C><U+2728><U+5438><U+8840><U+9B3C><U+304C><U+8840><U+5438><U+3046><U+30A4><U+30E1><U+30FC><U+30B8><U+306B><U+8FD1><U+3044><U+304B><U+3082><U+3067><U+3059>!",FALSE,1,"syatibonbon",2020-05-10 05:53:02,FALSE,"1259360095428767745","1259360779347738625","1568142312","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Himawari_2P",0,FALSE,FALSE,NA,NA
"@himawari___0316 <U+305D><U+306E><U+9854><U+6587><U+5B57><U+304C>(  '-' )<U+30CB><U+30E4><U+30CB><U+30E4><U+3057><U+3066><U+308B><U+3001><U+3001>",FALSE,1,"himawari___0316",2020-05-10 05:52:53,FALSE,"1259360552272289792","1259360742832091136","1255104648077209601","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rururur0602",0,FALSE,FALSE,NA,NA
"@himawari___0316 (*`<U+03C9>´*)<U+FF84><U+FF9E><U+FF94><U+FF6F>",FALSE,1,"himawari___0316",2020-05-10 05:52:43,FALSE,"1259360498295791616","1259360700834525186","1255104648077209601","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XYZ_sinitai",0,FALSE,FALSE,NA,NA
"@SAYUNEE0108 <U+305D><U+308C><U+304C><U+3060><U+306D><U+3001><U+7AE5><U+9854><U+306F><U+4E00><U+6B69><U+9593><U+9055><U+3048><U+308B><U+3068><U+30B1><U+30D0><U+304F><U+306A><U+308B><U+306E><U+3060><U+3088>
<U+8D64><U+3044><U+30A2><U+30A4><U+30E9><U+30A4><U+30F3><U+3068><U+304B><U+597D><U+304D><U+306A><U+3093><U+3060><U+3051><U+3069><U+3001><U+30AC><U+30C3><U+30C4><U+30EA><U+5F15><U+3044><U+3066><U+3044><U+3063><U+305F><U+3089><U+5316><U+7CA7><U+6FC3><U+304F><U+306D><U+FF1F><U+3063><U+3066><U+3064><U+3063><U+3053><U+307F><U+304C><U+6765><U+305F><U+3053><U+3068><U+304C><U+3042><U+308B>…",FALSE,0,"SAYUNEE0108",2020-05-10 05:52:30,FALSE,"1259311234068869120","1259360646023409664","1613014988","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>","himawari_yugi",0,FALSE,FALSE,NA,NA
"@6Mai1 <U+79C1><U+3082><U+6628><U+65E5><U+63D0><U+51FA><U+3057><U+3066><U+304D><U+305F><U+3093><U+3067><U+3059><U+3051><U+3069><U+3001>
<U+307E><U+305F><U+5927><U+91CF><U+306E><U+8AB2><U+984C><U+304C><U+51FA><U+3055><U+308C><U+3066><U+3001><U+3001>
( <U+A4AA><U+0367><U+0434><U+A4AA><U+0367>)<U+3053><U+3093><U+306A><U+9854><U+3067><U+3059><U+3002>
<U+304A><U+4E92><U+3044><U+9811><U+5F35><U+308A><U+307E><U+3057><U+3087><U+3046><U+0001F4AA>",FALSE,1,"6Mai1",2020-05-10 05:52:23,FALSE,"1259360295748689920","1259360618697515008","1158384248182599680","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari__0314",0,FALSE,FALSE,NA,NA
"RT @toriverso: himawari with kushina's hair https://t.co/WSaJX4nyvo",FALSE,0,NA,2020-05-10 05:52:23,FALSE,NA,"1259360616822837248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cssia67727866",259,TRUE,FALSE,NA,NA
"@rururur0602 <U+304B><U+308F><U+3044><U+3044><U+306A><U+3042><U+3001>(   <U+25DC><U+03C9><U+25DD> )",FALSE,1,"rururur0602",2020-05-10 05:52:08,FALSE,"1259359864679104512","1259360552272289792","1221736972026183681","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari___0316",0,FALSE,FALSE,NA,NA
"@XYZ_sinitai <U+3042><U+3056><U+307F><U+3061><U+3083><U+307B><U+3046><U+304C><U+4E0A><U+624B><U+3060><U+3063><U+305F><U+3068><U+306F>……(<U+0E51>´• 3 •`<U+0E51>)",FALSE,1,"XYZ_sinitai",2020-05-10 05:51:55,FALSE,"1259359904873066496","1259360498295791616","1236557758519840769","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari___0316",0,FALSE,FALSE,NA,NA
"@himawari__0314 <U+3048><U+3052><U+3064><U+306A><U+3044><U+3067><U+3059><U+0001F644>",FALSE,0,"himawari__0314",2020-05-10 05:51:06,FALSE,"1259356437710438402","1259360295748689920","1242123683637817353","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6Mai1",0,FALSE,FALSE,NA,NA
"@TKM6233 <U+958B><U+6F14><U+9593><U+306B><U+5408><U+3063><U+305F><U+306D><U+203C><U+FE0F>",FALSE,0,"TKM6233",2020-05-10 05:51:02,FALSE,"1259360174801743872","1259360275418894337","1159955394480836609","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_kon",0,FALSE,FALSE,NA,NA
"RT @COMMUNE_IMATANI: <U+4ECA><U+65E5><U+306F><U+672C><U+5F53><U+3060><U+3063><U+305F><U+3089>SUPER ROCK CITY ONOMICHI2020<U+3060><U+3063><U+305F><U+3093><U+3060><U+306A><U+3041><U+3002><U+6094><U+3057><U+3044><U+3067><U+3059><U+3002>11/29<U+306B><U+5EF6><U+671F><U+3067><U+3059><U+3002>

<U+4ECA><U+65E5><U+306F><U+305C><U+3072><U+7686><U+69D8><U+51FA><U+6F14><U+8005><U+306E><U+307F><U+3093><U+306A><U+306E><U+66F2><U+805E><U+3044><U+3066><U+307F><U+3066><U+306D>!

<U+306A><U+3093><U+3068><U+306A><U+304F><U+4E00><U+4EBA><U+3067><U+4F1A><U+5834><U+30B0><U+30EB><U+30B0><U+30EB><U+56DE><U+3063><U+3066><U+60F3><U+3044><U+306B><U+3075><U+3051><U+3088><U+3046><U+3068><U+601D><U+3063><U+3066><U+5BB6>…",FALSE,0,NA,2020-05-10 05:51:01,FALSE,NA,"1259360273250390016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","himawari_26",17,TRUE,FALSE,NA,NA
"<U+4E09><U+5341><U+5206><U+3060><U+3051><U+304A><U+3084><U+3059><U+307F>",FALSE,4,NA,2020-05-10 05:51:00,FALSE,NA,"1259360266845749248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Himawari_0H",0,FALSE,FALSE,NA,NA
